name,url,Country,Region,Street,Zip,location,property_amenties,room_features,hotel_style,hotel_class,price,hotel_score_reviews,totalReview,location_score,cleanliness_score,service_score,value_score
Hotel Silver Lake Los Angeles,https://www.tripadvisor.in/Hotel_Review-g32655-d84513-Reviews-Hotel_Silver_Lake_Los_Angeles-Los_Angeles_California.html,United States,United States California Los Angeles Central L.A,250 Silver Lake Blvd,90004,"250 Silver Lake Blvd, Los Angeles, CA 90004",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Pets_Allowed_(_Dog_Pet_Friendly_) Business_Center_with_Internet_Access Meeting_rooms ,Air_conditioning Flatscreen_TV ,,2.5,1685.5,2.5,160,3,3,3,3
French Market Inn,https://www.tripadvisor.in/Hotel_Review-g60864-d89143-Reviews-French_Market_Inn-New_Orleans_Louisiana.html,United States,United States Louisiana New Orleans French Quarter,509 Decatur St,70130-1027,"509 Decatur St, New Orleans, LA 70130-1027",Valet_parking Free_High_Speed_Internet_(WiFi) Pool Complimentary_instant_cofffee Fax_photocopying 24-hour_security Baggage_storage 24-hour_front_desk ,Air_conditioning Housekeeping Private_balcony Safe Telephone Iron Flatscreen_TV Hair_dryer ,Charming Centrally_Located ,3,2004,4.5,2787,5,4.5,4.5,4.5
Omni Shoreham Hotel,https://www.tripadvisor.in/Hotel_Review-g28970-d84087-Reviews-Omni_Shoreham_Hotel-Washington_DC_District_of_Columbia.html,United States,United States District of Columbia Washington DC Woodley Park / Zoo / Upper Northwest,2500 Calvert Street NW,20008-2649,"2500 Calvert Street NW, Washington DC, DC 20008-2649",Valet_parking Wifi Pool Fitness_Center_with_Gym_Workout_Room Bar_lounge Bicycle_rental Hiking Pets_Allowed_(_Dog_Pet_Friendly_) ,Air_conditioning Room_service Safe Flatscreen_TV ,Park_View Classic ,4,3375.5,4,450,4.5,4.5,4.5,4
Residence Inn Tysons Corner Mall (RENOVATED April 2019),https://www.tripadvisor.in/Hotel_Review-g58258-d224140-Reviews-Residence_Inn_Tysons_Corner_Mall_RENOVATED_April_2019-Tysons_Corner_Fairfax_County_Virgi.html,United States,United States Virginia Fairfax County Tysons Corner,8400 Old Courthouse Rd,22182-3810,"8400 Old Courthouse Rd, Tysons Corner, VA 22182-3810",Paid_public_parking_on-site Free_High_Speed_Internet_(WiFi) Outdoor_pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Bicycle_rental Kids_stay_free Pets_Allowed_(_Dog_Pet_Friendly_) ,Air_conditioning Housekeeping Safe Iron Kitchenette Microwave Refrigerator Flatscreen_TV ,Quiet Mid-range ,3,2377,4,315,4,4.5,4.5,4
Comfort Suites Inn at Ridgewood Farm,https://www.tripadvisor.in/Hotel_Review-g58156-d110494-Reviews-Comfort_Suites_Inn_at_Ridgewood_Farm-Salem_Virginia.html,United States,United States Virginia Salem,2898 Keagy Rd,24153-7458,"2898 Keagy Rd, Salem, VA 24153-7458",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Bicycle_rental Tennis_court Kids_stay_free ,Air_conditioning Fireplace Housekeeping Microwave Refrigerator Flatscreen_TV ,Quiet Business ,3,1064,4,155,4,4,4,3.5
Sleep Inn Lynchburg - University Area & Hwy 460,https://www.tripadvisor.in/Hotel_Review-g57919-d225609-Reviews-Sleep_Inn_Lynchburg_University_Area_Hwy_460-Lynchburg_Virginia.html,United States,United States Virginia Lynchburg,3620 Candlers Mountain Rd,24502-2226,"3620 Candlers Mountain Rd, Lynchburg, VA 24502-2226",Free_parking Free_High_Speed_Internet_(WiFi) Fitness_Center_with_Gym_Workout_Room Free_breakfast Golf_course Airport_transportation Business_Center_with_Internet_Access Meeting_rooms ,Air_conditioning Desk Housekeeping Telephone Coffee_tea_maker Refrigerator Flatscreen_TV Bath_shower ,Quiet Mid-range ,2,1128.5,4,157,4.5,4.5,4.5,4
Hawthorn Suites by Wyndham Vienna/Tysons Corner,https://www.tripadvisor.in/Hotel_Review-g58258-d84022-Reviews-Hawthorn_Suites_by_Wyndham_Vienna_Tysons_Corner-Tysons_Corner_Fairfax_County_Virginia.html,United States,United States Virginia Fairfax County Tysons Corner,8616 Westwood Center Dr,22182-2214,"8616 Westwood Center Dr, Tysons Corner, VA 22182-2214",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Kids_stay_free Pets_Allowed_(_Dog_Pet_Friendly_) Free_shuttle_or_taxi_services ,Air_conditioning Housekeeping Safe Kitchenette Microwave Refrigerator Flatscreen_TV ,Mid-range Quiet ,3,1408.5,3.5,31,4,4,3.5,4
Renaissance Atlanta Waverly Hotel & Convention Center,https://www.tripadvisor.in/Hotel_Review-g60898-d86255-Reviews-Renaissance_Atlanta_Waverly_Hotel_Convention_Center-Atlanta_Georgia.html,United States,United States Georgia Atlanta,2450 Galleria Parkway,30339,"2450 Galleria Parkway, Atlanta, GA 30339",Free_parking Wifi Pool Fitness_Center_with_Gym_Workout_Room Bar_lounge Shuttle_bus_service Business_Center_with_Internet_Access Conference_facilities ,Air_conditioning Housekeeping Room_service Flatscreen_TV On-demand_movies ,Family Modern ,4,2505.5,4,978,4.5,4.5,4.5,4
Courtyard by Marriott Dunn Loring Fairfax,https://www.tripadvisor.in/Hotel_Review-g10501407-d550940-Reviews-Courtyard_by_Marriott_Dunn_Loring_Fairfax-Merrifield_Fairfax_County_Virginia.html,United States,United States Virginia Fairfax County Merrifield,2722 Gallows Rd,22180-7133,"2722 Gallows Rd, Merrifield, VA 22180-7133",Parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Restaurant Conference_facilities Banquet_room Baggage_storage ,Air_conditioning Housekeeping Flatscreen_TV ,Centrally_Located Family ,3,2023.5,4.5,512,4.5,4.5,4.5,4.5
Luana Waikiki Hotel & Suites,https://www.tripadvisor.in/Hotel_Review-g60982-d214688-Reviews-Luana_Waikiki_Hotel_Suites-Honolulu_Oahu_Hawaii.html,United States,United States Hawaii Oahu Honolulu Waikiki,2045 Kalakaua Ave,96815-5118,"2045 Kalakaua Ave, Honolulu, Oahu, HI 96815-5118",Paid_private_parking_on-site Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Breakfast_buffet Bicycle_rental Babysitting Shuttle_bus_service ,Air_conditioning Housekeeping Private_balcony Safe Iron Kitchenette Microwave Flatscreen_TV ,Park_View Family ,3,2212.5,4,1881,4.5,4.5,4.5,4.5
Sheraton Lincoln Harbor Hotel,https://www.tripadvisor.in/Hotel_Review-g46907-d1465254-Reviews-Sheraton_Lincoln_Harbor_Hotel-Weehawken_New_Jersey.html,United States,United States New Jersey Weehawken,500 Harbor Blvd,07086-6744,"500 Harbor Blvd, Weehawken, NJ 07086-6744",Paid_private_parking_on-site Wifi Pool Fitness_Center_with_Gym_Workout_Room Coffee_shop Pets_Allowed_(_Dog_Pet_Friendly_) Business_Center_with_Internet_Access Conference_facilities ,Air_conditioning Housekeeping Room_service Safe Iron Flatscreen_TV ,Great_View ,4,2171.5,4,1603,4.5,4.5,4,4
Amsterdam Marriott Hotel,https://www.tripadvisor.in/Hotel_Review-g188590-d229495-Reviews-Amsterdam_Marriott_Hotel-Amsterdam_North_Holland_Province.html,The Netherlands,The Netherlands North Holland Province Amsterdam Amsterdam West / Vondelbuurt / Oud West,Stadhouderskade 12,1054 ES,"Stadhouderskade 12, 1054 ES Amsterdam The Netherlands",Electric_vehicle_charging_station Wifi Fitness_Center_with_Gym_Workout_Room Bar_lounge Babysitting Conference_facilities Banquet_room Massage ,Air_conditioning Housekeeping Room_service Safe Minibar Flatscreen_TV Hair_dryer ,Family Business ,5,3699.5,4.5,963,4.5,4.5,4.5,4
Fairmont The Norfolk,https://www.tripadvisor.in/Hotel_Review-g294207-d302553-Reviews-Fairmont_The_Norfolk-Nairobi.html,Kenya,Kenya Nairobi Nairobi Central Business District,Harry Thuku Rd,200,"Harry Thuku Rd, Nairobi 00200 Kenya",Free_parking Wifi Pool Fitness_Center_with_Gym_Workout_Room Bar_lounge Walking_tours Kids_stay_free Babysitting ,Bathrobes Air_conditioning Housekeeping Private_balcony Room_service Minibar Flatscreen_TV Bidet ,Historic_Hotel Romantic ,5,2930.5,4.5,1369,4.5,4.5,4.5,4
Ngorongoro Sopa Lodge,https://www.tripadvisor.in/Hotel_Review-g317085-d573044-Reviews-Ngorongoro_Sopa_Lodge-Ngorongoro_Conservation_Area_Arusha_Region.html,Tanzania,Tanzania Arusha Region Ngorongoro Conservation Area,,,Ngorongoro Conservation Area Tanzania,Free_parking Free_internet Pool Free_breakfast Business_Center_with_Internet_Access Conference_facilities Concierge Non-smoking_hotel ,Private_balcony Safe Seating_area Clothes_rack Wake-up_service_alarm_clock Bath_shower ,Great_View Mountain_View ,3,9034,4,2057,5,4.5,4.5,4
Hotel Schweizerhof Zurich,https://www.tripadvisor.in/Hotel_Review-g188113-d233017-Reviews-Hotel_Schweizerhof_Zurich-Zurich.html,Switzerland,Switzerland Canton of Zurich Zurich,Bahnhofplatz 7,8001,"Bahnhofplatz 7, Zurich 8001 Switzerland",Parking Free_High_Speed_Internet_(WiFi) Fitness_Center_with_Gym_Workout_Room Free_breakfast Airport_transportation Business_Center_with_Internet_Access Conference_facilities Baggage_storage ,Air_conditioning Room_service Safe Minibar Flatscreen_TV ,Classic Historic_Hotel ,4.5,4938.5,4.5,1881,5,5,5,4.5
Hotel Sacher Salzburg,https://www.tripadvisor.in/Hotel_Review-g190441-d253252-Reviews-Hotel_Sacher_Salzburg-Salzburg_Austrian_Alps.html,Austria,Austria Austrian Alps Salzburg Region Salzburg,Schwarzstrasse 5 - 7,5020,"Schwarzstrasse 5 - 7, Salzburg 5020 Austria",Parking Free_High_Speed_Internet_(WiFi) Fitness_Center_with_Gym_Workout_Room Bar_lounge Bicycle_rental Babysitting Pets_Allowed_(_Dog_Pet_Friendly_) Airport_transportation ,Air_conditioning Private_balcony Room_service Safe Telephone Minibar Refrigerator Flatscreen_TV ,River_View Great_View ,5,6038,4.5,1955,5,5,4.5,4
Interalpen-Hotel Tyrol,https://www.tripadvisor.in/Hotel_Review-g1165314-d289073-Reviews-Interalpen_Hotel_Tyrol-Telfs_Tirol_Austrian_Alps.html,Austria,Austria Austrian Alps Tirol Telfs,Dr.-Hans-Liebherr-Alpenstrasse 1 Buchen,6410,"Dr.-Hans-Liebherr-Alpenstrasse 1 Buchen, Telfs 6410 Austria",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Bar_lounge Bicycle_rental Golf_course Babysitting ,Bathrobes Air_conditioning Fireplace Private_balcony Room_service Minibar Refrigerator Flatscreen_TV ,Great_View ,5,6787,5,948,5,5,4.5,4.5
Courtyard by Marriott Chicago Downtown/River North,https://www.tripadvisor.in/Hotel_Review-g35805-d90976-Reviews-Courtyard_by_Marriott_Chicago_Downtown_River_North-Chicago_Illinois.html,United States,United States Illinois Chicago Central / Near North Side,30 E Hubbard St,60611-3530,"30 E Hubbard St, Chicago, IL 60611-3530",Valet_parking Wifi Pool Fitness_Center_with_Gym_Workout_Room Bar_lounge Taxi_service Conference_facilities Banquet_room ,Housekeeping Safe Flatscreen_TV ,Mid-range Centrally_Located ,3,2363.5,4,1105,4.5,4.5,4.5,4
Comfort Inn,https://www.tripadvisor.in/Hotel_Review-g54946-d105327-Reviews-Comfort_Inn-Chattanooga_Tennessee.html,United States,United States Tennessee Chattanooga,2420 Williams St,37408-2925,"2420 Williams St, Chattanooga, TN 37408-2925",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Business_Center_with_Internet_Access Meeting_rooms Baggage_storage ,Air_conditioning Housekeeping Microwave Flatscreen_TV Hair_dryer ,Family Quiet ,2.5,1184,4,401,3.5,4,4,4
Quality Inn Interstate,https://www.tripadvisor.in/Hotel_Review-g55139-d97976-Reviews-Quality_Inn_Interstate-Kodak_Tennessee.html,United States,United States Tennessee Kodak,155 W Dumplin Valley Rd,37764-1935,"155 W Dumplin Valley Rd, Kodak, TN 37764-1935",Free_parking Free_High_Speed_Internet_(WiFi) Pool Free_breakfast Horseback_riding Kids_stay_free Non-smoking_hotel 24-hour_front_desk ,Air_conditioning Housekeeping Telephone Wake-up_service_alarm_clock Coffee_tea_maker Microwave Refrigerator Flatscreen_TV ,Quiet Business ,2,1144,4.5,260,4.5,4.5,4.5,4.5
City Center Inn,https://www.tripadvisor.in/Hotel_Review-g58019-d110523-Reviews-City_Center_Inn-Newport_News_Virginia.html,United States,United States Virginia Newport News,945 J Clyde Morris Blvd,23601-1003,"945 J Clyde Morris Blvd, Newport News, VA 23601-1003",Free_parking Free_High_Speed_Internet_(WiFi) Free_breakfast Children's_television_networks Business_Center_with_Internet_Access Meeting_rooms Non-smoking_hotel 24-hour_front_desk ,Air_conditioning ,,2,830.5,3,68,4,4,3.5,4
Seahorse Inn & Cottages,https://www.tripadvisor.in/Hotel_Review-g49382-d1390197-Reviews-Seahorse_Inn_Cottages-Nags_Head_Outer_Banks_North_Carolina.html,United States,United States North Carolina North Carolina Coast Outer Banks Nags Head,7218 S Virginia Dare Trl,27959-9128,"7218 S Virginia Dare Trl, Nags Head, NC 27959-9128",Free_parking Parking Free_High_Speed_Internet_(WiFi) Wifi Pets_Allowed_(_Dog_Pet_Friendly_) Concierge Non-smoking_hotel ,Air_conditioning Housekeeping Kitchenette Microwave Refrigerator Flatscreen_TV ,Centrally_Located ,2,1317.5,3.5,193,4.5,4,4,4
Red Roof Inn Spartanburg,https://www.tripadvisor.in/Hotel_Review-g54448-d97609-Reviews-Red_Roof_Inn_Spartanburg-Spartanburg_South_Carolina.html,United States,United States South Carolina Spartanburg,6765 Pottery Rd,29303-6725,"6765 Pottery Rd, Spartanburg, SC 29303-6725",Free_parking Free_High_Speed_Internet_(WiFi) Vending_machine Pets_Allowed_(_Dog_Pet_Friendly_) Fax_photocopying Convenience_store Non-smoking_hotel 24-hour_front_desk ,Air_conditioning Housekeeping Bottled_water Microwave Refrigerator Flatscreen_TV ,Budget ,2,805,3.5,151,4,3.5,4,4
Econo Lodge Wytheville I-77 & I-81,https://www.tripadvisor.in/Hotel_Review-g58337-d1672192-Reviews-Econo_Lodge_Wytheville_I_77_I_81-Wytheville_Virginia.html,United States,United States Virginia Wytheville,280 Lithia Rd,24382-5122,"280 Lithia Rd, Wytheville, VA 24382-5122",Free_parking Free_High_Speed_Internet_(WiFi) Hot_tub Free_breakfast Golf_course Horseback_riding Fax_photocopying Non-smoking_hotel ,Air_conditioning Desk Housekeeping Safe Telephone Microwave Refrigerator Hair_dryer ,Budget ,2,739,3,72,4,4,3.5,3.5
Best Western Plus Richmond Hill Inn,https://www.tripadvisor.in/Hotel_Review-g35220-d589365-Reviews-Best_Western_Plus_Richmond_Hill_Inn-Richmond_Hill_Georgia.html,United States,United States Georgia Georgia Coast Richmond Hill,4564 US Highway 17 I-95 & Exit 87,31324-3308,"4564 US Highway 17 I-95 & Exit 87, Richmond Hill, GA 31324-3308",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Game_room Darts Pets_Allowed_(_Dog_Pet_Friendly_) ,Air_conditioning Fireplace Housekeeping Safe VIP_room_facilities Microwave Refrigerator Flatscreen_TV ,Green Business ,3.5,1208.5,4.5,1550,4.5,4.5,4.5,4.5
Quality Inn Gaffney I-85,https://www.tripadvisor.in/Hotel_Review-g54240-d1086348-Reviews-Quality_Inn_Gaffney_I_85-Gaffney_South_Carolina.html,United States,United States South Carolina Gaffney,143 Corona Dr,29341-2712,"143 Corona Dr, Gaffney, SC 29341-2712",Free_parking Free_High_Speed_Internet_(WiFi) Pool Free_breakfast Pets_Allowed_(_Dog_Pet_Friendly_) Meeting_rooms Non-smoking_hotel Self-serve_laundry ,Air_conditioning Housekeeping Safe Telephone Coffee_tea_maker Microwave Flatscreen_TV Hair_dryer ,Quiet Family ,2,1074.5,4,183,4.5,4.5,4.5,4.5
Econo Lodge Chesapeake Route 13 And I-464,https://www.tripadvisor.in/Hotel_Review-g57597-d110720-Reviews-Econo_Lodge_Chesapeake_Route_13_And_I_464-Chesapeake_Virginia.html,United States,United States Virginia Chesapeake,2222 S Military Hwy,23320-5947,"2222 S Military Hwy, Chesapeake, VA 23320-5947",Free_parking Free_High_Speed_Internet_(WiFi) Hot_tub Fitness_Center_with_Gym_Workout_Room Free_breakfast Golf_course Fax_photocopying Non-smoking_hotel ,Air_conditioning Wake-up_service_alarm_clock Refrigerator Hair_dryer ,,2,840.5,2.5,33,2.5,2.5,2.5,3
Park Inn by Radisson Williamsburg Historic,https://www.tripadvisor.in/Hotel_Review-g58313-d110827-Reviews-Park_Inn_by_Radisson_Williamsburg_Historic-Williamsburg_Virginia.html,United States,United States Virginia Williamsburg,2007 Richmond Rd,23185-2731,"2007 Richmond Rd, Williamsburg, VA 23185-2731",Free_parking Free_High_Speed_Internet_(WiFi) Pool Free_breakfast Kids_stay_free Children_Activities_(Kid_Family_Friendly) Business_Center_with_Internet_Access Fax_photocopying ,Housekeeping Room_service Flatscreen_TV ,Centrally_Located Mid-range ,2,759,3.5,610,4.5,3.5,4,4
Econo Lodge on the Ocean,https://www.tripadvisor.in/Hotel_Review-g58277-d110420-Reviews-Econo_Lodge_on_the_Ocean-Virginia_Beach_Virginia.html,United States,United States Virginia Virginia Beach,2707 Atlantic Ave,23451-3135,"2707 Atlantic Ave, Virginia Beach, VA 23451-3135",Free_parking Free_High_Speed_Internet_(WiFi) Pool Free_breakfast Beach Bicycles_available Kids_stay_free Children_Activities_(Kid_Family_Friendly) ,Air_conditioning Housekeeping Private_balcony Safe Kitchenette Microwave Flatscreen_TV Hair_dryer ,Value Quiet ,2,1944,4.5,579,5,4.5,4.5,4.5
Best Western Hiram Inn & Suites,https://www.tripadvisor.in/Hotel_Review-g35012-d88977-Reviews-Best_Western_Hiram_Inn_Suites-Hiram_Georgia.html,United States,United States Georgia Hiram,1340 Pace Rd,30141-2181,"1340 Pace Rd, Hiram, GA 30141-2181",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Bicycle_rental Tennis_court Shuttle_bus_service ,Air_conditioning Desk Fireplace Interconnected_rooms_available Coffee_tea_maker Microwave Flatscreen_TV Hair_dryer ,Mid-range ,3,1230,4,132,4.5,4.5,4.5,4
Mark Twain Hotel,https://www.tripadvisor.in/Hotel_Review-g36538-d87958-Reviews-Mark_Twain_Hotel-Peoria_Illinois.html,United States,United States Illinois Peoria,225 NE Adams St,61602-1239,"225 NE Adams St, Peoria, IL 61602-1239","Free_parking Free_High_Speed_Internet_(WiFi) Fitness_Center_with_Gym_Workout_Room Free_breakfast Books,_DVDs,_music_for_children Shuttle_bus_service Business_Center_with_Internet_Access Conference_facilities ",Air_conditioning Desk Room_service Telephone Coffee_tea_maker Microwave Cable_satellite_TV Bath_shower ,Great_View Business ,3,1184.5,4,508,4.5,4.5,4.5,4
Ramada by Wyndham Albert Lea,https://www.tripadvisor.in/Hotel_Review-g29584-d90250-Reviews-Ramada_by_Wyndham_Albert_Lea-Albert_Lea_Minnesota.html,United States,United States Minnesota Albert Lea,2301 E Main St,56007-3924,"2301 E Main St, Albert Lea, MN 56007-3924",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Children_Activities_(Kid_Family_Friendly) Pets_Allowed_(_Dog_Pet_Friendly_) Business_Center_with_Internet_Access ,Air_conditioning Microwave Refrigerator Flatscreen_TV ,,2,880,3,157,4,3,3.5,3
Econo Lodge Custer,https://www.tripadvisor.in/Hotel_Review-g60865-d293230-Reviews-Econo_Lodge_Custer-Custer_South_Dakota.html,United States,United States South Dakota Custer,342 Mount Rushmore Rd,57730-1928,"342 Mount Rushmore Rd, Custer, SD 57730-1928","Free_parking Free_High_Speed_Internet_(WiFi) Pool Free_breakfast Board_games_puzzles Kids_stay_free Books,_DVDs,_music_for_children Fax_photocopying ",Air_conditioning Desk Housekeeping Interconnected_rooms_available Coffee_tea_maker Refrigerator Flatscreen_TV Bath_shower ,Centrally_Located Business ,2,1624.5,4,188,4.5,4,4.5,4
Grant Village Lodge,https://www.tripadvisor.in/Hotel_Review-g60999-d220056-Reviews-Grant_Village_Lodge-Yellowstone_National_Park_Wyoming.html,United States,United States Wyoming Yellowstone National Park,Old Faithful Bypass Road Yellowstone Lake,82190,"Old Faithful Bypass Road Yellowstone Lake, Yellowstone National Park, WY 82190",Free_parking Restaurant Children_Activities_(Kid_Family_Friendly) Convenience_store Non-smoking_hotel ,Wake-up_service_alarm_clock Hair_dryer ,,3,4194.5,3,1193,4,3.5,3.5,2.5
Ramada by Wyndham Coeur d'Alene,https://www.tripadvisor.in/Hotel_Review-g35418-d90282-Reviews-Ramada_by_Wyndham_Coeur_d_Alene-Coeur_d_Alene_Idaho.html,United States,United States Idaho Coeur d'Alene,2303 N 4th St,83814-3603,"2303 N 4th St, Coeur d'Alene, ID 83814-3603",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Boating Kids_stay_free Children_Activities_(Kid_Family_Friendly) ,Air_conditioning Housekeeping Safe Microwave Flatscreen_TV ,Budget Business ,2,1357,2.5,25,3.5,2.5,3.5,2.5
Days Inn & Suites by Wyndham Vancouver,https://www.tripadvisor.in/Hotel_Review-g60820-d1200410-Reviews-Days_Inn_Suites_by_Wyndham_Vancouver-Vancouver_Washington.html,United States,United States Washington Vancouver,9107 NE Vancouver Mall Dr,98662-6156,"9107 NE Vancouver Mall Dr, Vancouver, WA 98662-6156",Free_parking Free_High_Speed_Internet_(WiFi) Pool Free_breakfast Children's_television_networks Pets_Allowed_(_Dog_Pet_Friendly_) Fax_photocopying Baggage_storage ,Air_conditioning Housekeeping Room_service Microwave Flatscreen_TV ,Mid-range Family ,2,948.5,3,542,4,3.5,3.5,3.5
Comfort Inn Newport,https://www.tripadvisor.in/Hotel_Review-g51992-d257386-Reviews-Comfort_Inn_Newport-Newport_Oregon.html,United States,United States Oregon Oregon Coast Newport,531 SW Fall St One Block Off Of Highway 101,97365-5030,"531 SW Fall St One Block Off Of Highway 101, Newport, OR 97365-5030",Free_parking Free_High_Speed_Internet_(WiFi) Fitness_Center_with_Gym_Workout_Room Free_breakfast Tennis_court Business_Center_with_Internet_Access Fax_photocopying Non-smoking_hotel ,Air_conditioning Desk Housekeeping Telephone Microwave Refrigerator Flatscreen_TV Hair_dryer ,Quiet Business ,2,1456,4,422,4.5,4.5,4.5,4
Quality Inn & Suites Redwood Coast,https://www.tripadvisor.in/Hotel_Review-g60944-d84651-Reviews-Quality_Inn_Suites_Redwood_Coast-Crescent_City_California.html,United States,United States California Crescent City,100 Walton St,95531-4421,"100 Walton St, Crescent City, CA 95531-4421",Free_parking Free_High_Speed_Internet_(WiFi) Fitness_Center_with_Gym_Workout_Room Free_breakfast Pets_Allowed_(_Dog_Pet_Friendly_) Business_Center_with_Internet_Access Fax_photocopying BBQ_facilities ,Air_conditioning Housekeeping Telephone Wake-up_service_alarm_clock Microwave Refrigerator Flatscreen_TV ,Quiet ,2,1448,3.5,358,4,3.5,4,3.5
Stargazer Inn and Suites,https://www.tripadvisor.in/Hotel_Review-g32737-d78479-Reviews-Stargazer_Inn_and_Suites-Monterey_Monterey_County_California.html,United States,United States California Monterey,1046 Munras Ave,93940-4513,"1046 Munras Ave, Monterey, CA 93940-4513",Free_parking Parking Free_High_Speed_Internet_(WiFi) Pool Bicycle_rental Children_Activities_(Kid_Family_Friendly) Non-smoking_hotel Self-serve_laundry ,Air_conditioning Housekeeping Microwave Refrigerator Flatscreen_TV ,Mid-range Quiet ,3,3082.5,3.5,485,4,4,3.5,4
Travelodge by Wyndham Chatsworth,https://www.tripadvisor.in/Hotel_Review-g32655-d84442-Reviews-Travelodge_by_Wyndham_Chatsworth-Los_Angeles_California.html,United States,United States California Los Angeles,21603 Devonshire St,91311-2902,"21603 Devonshire St, Los Angeles, CA 91311-2902",Free_parking Free_High_Speed_Internet_(WiFi) Pool Free_breakfast Fax_photocopying Newspaper Non-smoking_hotel 24-hour_front_desk ,Air_conditioning Housekeeping Safe Microwave Flatscreen_TV ,Budget ,2,1336,2.5,349,3,2.5,3,3
Route 66 Motel,https://www.tripadvisor.in/Hotel_Review-g60902-d258955-Reviews-Route_66_Motel-Barstow_California.html,United States,United States California California Desert Barstow,195 W Main St,92311-2220,"195 W Main St, Barstow, CA 92311-2220",Free_parking Free_High_Speed_Internet_(WiFi) Wifi Bicycle_rental Non-smoking_hotel 24-hour_front_desk ,Air_conditioning Fireplace Microwave Refrigerator Flatscreen_TV ,Quirky_Hotels Budget ,2,562,3.5,336,4,3.5,4,4.5
Econo Lodge,https://www.tripadvisor.in/Hotel_Review-g56812-d99634-Reviews-Econo_Lodge-Van_Horn_Texas.html,United States,United States Texas Van Horn,1601 W. Broadway St.,79855-0669,"1601 W. Broadway St., Van Horn, TX 79855-0669",Free_parking Free_High_Speed_Internet_(WiFi) Pool Free_breakfast Golf_course Pets_Allowed_(_Dog_Pet_Friendly_) Business_Center_with_Internet_Access Non-smoking_hotel ,Air_conditioning Housekeeping Iron Wake-up_service_alarm_clock Coffee_tea_maker Refrigerator Flatscreen_TV Hair_dryer ,,2,969.5,3.5,69,3.5,4,3.5,3.5
EconoLodge Inn & Suites,https://www.tripadvisor.in/Hotel_Review-g60737-d624040-Reviews-EconoLodge_Inn_Suites-Beaumont_Texas.html,United States,United States Texas Texas Gulf Coast Beaumont,2030 N 11th St,77703-4910,"2030 N 11th St, Beaumont, TX 77703-4910",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Golf_course Business_Center_with_Internet_Access Baggage_storage ,Air_conditioning Housekeeping Safe Microwave Refrigerator ,,2,679,3.5,116,4,4,4,4
Hampton Inn St. Louis Southwest,https://www.tripadvisor.in/Hotel_Review-g44995-d314125-Reviews-Hampton_Inn_St_Louis_Southwest-Valley_Park_Missouri.html,United States,United States Missouri Valley Park,9 Lambert Drury Dr,63088-2038,"9 Lambert Drury Dr, Valley Park, MO 63088-2038",Free_parking Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Business_Center_with_Internet_Access Meeting_rooms Baggage_storage Newspaper ,Air_conditioning Housekeeping Safe Microwave Refrigerator Flatscreen_TV ,Modern Mid-range ,3,1403.5,4.5,576,4.5,4.5,4.5,4.5
Andaz Savannah,https://www.tripadvisor.in/Hotel_Review-g60814-d1159237-Reviews-Andaz_Savannah-Savannah_Georgia.html,United States,United States Georgia Georgia Coast Savannah Downtown,14 Barnard Street,31401-2521,"14 Barnard Street, Savannah, GA 31401-2521",Paid_public_parking_on-site Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Restaurant Babysitting Pets_Allowed_(_Dog_Pet_Friendly_) Airport_transportation ,Fireplace Housekeeping Private_balcony Room_service Safe Flatscreen_TV ,Business Trendy ,4,2547.5,4.5,3953,5,4.5,4.5,4.5
Courtyard Oxnard Ventura,https://www.tripadvisor.in/Hotel_Review-g32837-d217237-Reviews-Courtyard_Oxnard_Ventura-Oxnard_California.html,United States,United States California Oxnard,600 E Esplanade Dr,93036-2403,"600 E Esplanade Dr, Oxnard, CA 93036-2403",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Bar_lounge Shuttle_bus_service Business_Center_with_Internet_Access Conference_facilities ,Air_conditioning Housekeeping Private_balcony Room_service Microwave Refrigerator Flatscreen_TV ,Business Mid-range ,3,1702.5,4,316,4,4,4,4
